scpi_source,id_actif,nom_actif,adresse,ville,code_postal,pays,region,type_actif,date_acquisition,surface_m2,nb_lots,quote_part_pct,valeur_venale,prix_acquisition,loyer_annuel,taux_occupation,nb_locataires,date_fin_bail_principale,travaux_total,travaux_renovation,travaux_gros_entretien,travaux_mise_conformite,travaux_environnementaux,travaux_amelioration,travaux_autres,annee_travaux,description_travaux,statut_travaux
LF Croissance & Territoires,LF -029,Immeuble Saint-Denis 29,20 boulevard Général de Gaulle,Saint-Denis,93200,France,Île-de-France,Activités,2016-09-01,17540,,100.0,106818600,95832332.46770874,6890399.523875666,95.0968886221906,9,,632361,227315.62231580337,95586.99583344089,91928.02207441232,34481.56639719524,62092.15888706513,120956.63449208306,2024.0,Rénovation énergétique - mise aux normes RT2020,En cours
LF Croissance & Territoires,LF -030,Immeuble Issy-les-Moulineaux 30,139 avenue Général de Gaulle,Issy-les-Moulineaux,92130,France,Île-de-France,Santé,2016-04-01,2916,,100.0,10967076,9780597.256429566,631735.6571515079,97.39894380358454,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-001,Immeuble Paris 8ème 1,150 avenue Victor Hugo,Paris 8ème,75008,France,Paris,Commerces,2013-02-01,5027,,100.0,24994244,23318383.832347352,1446680.7759056499,96.91448163074261,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-002,Immeuble Levallois-Perret 2,100 boulevard Victor Hugo,Levallois-Perret,92300,France,Île-de-France,Bureaux,2023-03-01,16971,,100.0,115402800,104949524.77489445,6748929.698275455,89.14873832418155,1,,189045,67394.68684139078,51572.41144275739,33496.190783128455,17901.622627409724,22086.8805149067,-3406.7922095930567,2024.0,Installation panneaux solaires,En cours
Pierre Sélection,PIE-003,Immeuble Paris 16ème 3,21 boulevard de la Paix,Paris 16ème,75016,France,Paris,Santé,2015-01-01,24627,,100.0,127099947,129446301.03201787,5833531.278870937,93.05630725759721,7,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-004,Immeuble Paris 17ème 4,81 boulevard Jean Jaurès,Paris 17ème,75017,France,Paris,Logistique,2013-02-01,5197,,100.0,31831625,27674003.61345326,1484649.9977012156,85.97477759719722,8,,2339102,988604.1783079804,286743.665752007,296301.9373336243,169854.68459473725,285381.93542368524,312215.598587966,2024.0,Rénovation parties communes,Planifié
Pierre Sélection,PIE-005,Immeuble Issy-les-Moulineaux 5,100 rue de la Paix,Issy-les-Moulineaux,92130,France,Île-de-France,Bureaux,2018-01-01,3767,,100.0,19912362,19966114.926815175,911186.5633618198,89.95666553887182,14,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-006,Immeuble Lyon Part-Dieu 6,71 boulevard Général de Gaulle,Lyon Part-Dieu,69003,France,Auvergne-Rhône-Alpes,Santé,2020-12-01,4511,,100.0,30435717,26329663.85712974,1899589.8395171957,96.25432435297137,12,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-007,Immeuble Levallois-Perret 7,22 boulevard Général de Gaulle,Levallois-Perret,92300,France,Île-de-France,Activités,2016-06-01,20985,,100.0,100119435,95620426.34925793,5481777.602779259,91.81700471169046,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-008,Immeuble Paris 9ème 8,33 boulevard de la République,Paris 9ème,75009,France,Paris,Activités,2012-08-01,8248,,100.0,65819040,61832520.82571211,3070118.1735082064,86.74471259840246,14,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-009,Immeuble Neuilly-sur-Seine 9,13 avenue de la Paix,Neuilly-sur-Seine,92200,France,Île-de-France,Santé,2012-02-01,4783,,100.0,23814557,23268201.052024987,1422505.5955744807,99.86524531354763,3,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-010,Immeuble Nice 10,116 boulevard Victor Hugo,Nice,06000,France,Provence-Alpes-Côte d'Azur,Logistique,2018-04-01,10316,,100.0,64278996,63693619.44573071,3827228.385369137,86.35178822153723,15,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-011,Immeuble Toulouse Blagnac 11,25 boulevard Victor Hugo,Toulouse Blagnac,31700,France,Occitanie,Logistique,2016-09-01,4907,,100.0,31080938,28965534.961321756,1430887.967300682,90.59738887841844,13,,2379504,922264.54388044,458651.92188462097,325985.24673751165,165253.62445837157,310747.0127669546,196601.6502721011,2024.0,Travaux amiante et désamiantage,Réalisé
Pierre Sélection,PIE-012,Immeuble Boulogne-Billancourt 12,147 rue de la Paix,Boulogne-Billancourt,92100,France,Île-de-France,Activités,2022-02-01,2669,,100.0,15424151,13793934.778087836,968518.3342622212,94.41724848597184,11,,3106874,771173.5698127602,550360.2167686722,573778.7445499536,364433.3092096104,240213.802813441,606914.3568455628,2024.0,Rénovation sanitaires,En cours
Pierre Sélection,PIE-013,Immeuble Toulouse Blagnac 13,76 rue de la République,Toulouse Blagnac,31700,France,Occitanie,Activités,2013-04-01,7981,,100.0,43153267,42231280.87363715,2801137.176369851,94.87691305885987,5,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-014,Immeuble Montpellier 14,24 rue de la République,Montpellier,34000,France,Occitanie,Bureaux,2023-03-01,19191,,100.0,105704028,109803733.54660244,5869675.229084543,98.11605690154943,7,,1675561,683296.1705501309,234023.96789489128,321612.13529026584,173903.73791276058,84569.33965886582,178155.64869308556,2024.0,Rénovation parties communes,En cours
Pierre Sélection,PIE-015,Immeuble Paris 17ème 15,5 rue de la République,Paris 17ème,75017,France,Paris,Logistique,2018-12-01,24693,,100.0,92672829,79477648.25477967,4485580.322834568,97.8850039196758,14,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-016,Immeuble Paris 17ème 16,97 rue de la Paix,Paris 17ème,75017,France,Paris,Bureaux,2010-12-01,3658,,100.0,18717986,17235807.587154698,902771.1398282043,86.4460358190447,4,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Sélection,PIE-017,Immeuble Rennes 17,135 boulevard Victor Hugo,Rennes,35000,France,Bretagne,Commerces,2018-01-01,7857,,100.0,37517175,32824649.503732212,2365925.558866658,96.8143827297296,1,,1496926,615985.7209514624,416232.6872966821,240563.1228706705,188378.88242029544,126711.05115226527,-90945.46469137566,2024.0,Rénovation façades et menuiseries,Planifié
Atout Pierre Diversification,ATO-001,Immeuble Bordeaux Euratlantique 1,80 boulevard Jean Jaurès,Bordeaux Euratlantique,33000,France,Nouvelle-Aquitaine,Commerces,2012-02-01,21311,,100.0,73927859,67584005.81638224,3809652.671547517,93.92014119491733,2,,3076306,819542.732632034,567378.6192450912,409664.2044015857,271457.00481414766,445961.82233911497,562301.6165680265,2024.0,Création espaces verts et terrasses,Planifié
Atout Pierre Diversification,ATO-002,Immeuble Bordeaux Euratlantique 2,25 avenue Général de Gaulle,Bordeaux Euratlantique,33000,France,Nouvelle-Aquitaine,Santé,2017-03-01,8726,,100.0,68743428,61470113.074908555,3471664.200491293,97.78395961106315,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-003,Immeuble Paris 8ème 3,82 rue Jean Jaurès,Paris 8ème,75008,France,Paris,Commerces,2010-11-01,16840,,100.0,93360960,80246313.60424191,5670271.660486124,88.70664583500161,11,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-004,Immeuble Montpellier 4,135 boulevard de la République,Montpellier,34000,France,Occitanie,Santé,2018-08-01,4164,,100.0,24804948,25657709.56087694,1384592.0374515192,87.30398672318074,14,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-005,Immeuble Toulouse Labège 5,86 rue Victor Hugo,Toulouse Labège,31670,France,Occitanie,Commerces,2022-08-01,12221,,100.0,48676243,43358778.05126834,3133035.7137355898,99.22663722076761,3,,2301145,589946.8236100926,269969.2103085877,413076.90035989357,302491.72133021354,138571.86440593752,587088.4799852751,2024.0,Mise aux normes sécurité incendie,En cours
Atout Pierre Diversification,ATO-006,Immeuble Aix-en-Provence 6,49 boulevard Général de Gaulle,Aix-en-Provence,13100,France,Provence-Alpes-Côte d'Azur,Santé,2019-05-01,2088,,100.0,8888616,8159646.044629925,441986.79381199885,87.36336458678507,3,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-007,Immeuble Aix-en-Provence 7,32 boulevard Jean Jaurès,Aix-en-Provence,13100,France,Provence-Alpes-Côte d'Azur,Activités,2016-05-01,11082,,100.0,58989486,59400199.32945614,3356214.5913512777,87.18505196118035,3,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-008,Immeuble Paris 17ème 8,3 avenue Jean Jaurès,Paris 17ème,75017,France,Paris,Bureaux,2016-07-01,6689,,100.0,46555440,44168116.12824741,2864354.096241774,87.49897916268071,10,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-009,Immeuble Boulogne-Billancourt 9,8 avenue de la République,Boulogne-Billancourt,92100,France,Île-de-France,Logistique,2016-03-01,19998,,100.0,120167982,115958603.02043383,7450253.302929192,88.00418095127762,5,,755912,304052.83060284413,171388.38105956718,118572.14077456036,89685.54257601211,86706.5017779888,-14493.396790972596,2024.0,Rénovation énergétique - mise aux normes RT2020,En cours
Atout Pierre Diversification,ATO-010,Immeuble Saint-Denis 10,137 rue Victor Hugo,Saint-Denis,93200,France,Île-de-France,Santé,2013-03-01,19825,,100.0,128347050,113918121.9585803,6005739.225245492,97.31133483335287,14,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-011,Immeuble Toulouse Labège 11,88 boulevard Jean Jaurès,Toulouse Labège,31670,France,Occitanie,Bureaux,2023-02-01,14024,,100.0,99935024,103062952.2516454,5354190.310671339,86.33057032621264,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-012,Immeuble Marseille Euroméditerranée 12,132 avenue Victor Hugo,Marseille Euroméditerranée,13002,France,Provence-Alpes-Côte d'Azur,Bureaux,2021-05-01,5947,,100.0,42568626,43728965.23408456,2398003.596017483,95.47722437400034,9,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-013,Immeuble La Défense 13,57 boulevard Général de Gaulle,La Défense,92800,France,Île-de-France,Commerces,2017-02-01,12150,,100.0,69558750,66523157.74682084,3650594.5894223265,86.88904501473216,1,,516386,188267.93058722842,96606.34204920703,92436.95358929472,50213.50075494893,72052.73585322796,16808.53716609297,2024.0,Rénovation sanitaires,Planifié
Atout Pierre Diversification,ATO-014,Immeuble Boulogne-Billancourt 14,25 avenue Jean Jaurès,Boulogne-Billancourt,92100,France,Île-de-France,Santé,2014-09-01,7055,,100.0,36255645,37311758.415419534,1954308.6052860287,93.448178084376,11,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-015,Immeuble Nice 15,117 boulevard Victor Hugo,Nice,06000,France,Provence-Alpes-Côte d'Azur,Activités,2018-11-01,22241,,100.0,76842655,66465706.39109206,3975112.1129112975,85.8323852986623,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-016,Immeuble Boulogne-Billancourt 16,135 boulevard Victor Hugo,Boulogne-Billancourt,92100,France,Île-de-France,Bureaux,2011-06-01,17584,,100.0,68718272,66873334.98985384,3334843.9595418223,87.42056458396975,4,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-017,Immeuble Lyon Part-Dieu 17,133 boulevard Jean Jaurès,Lyon Part-Dieu,69003,France,Auvergne-Rhône-Alpes,Santé,2023-10-01,13324,,100.0,93894228,94508005.3459832,4630769.5825942485,95.8287573858235,9,,3287021,977277.5768495847,979920.443544608,460717.1882393476,399622.1882613434,473395.1766329674,-3911.5735278512293,2024.0,Amélioration performance thermique,Planifié
Atout Pierre Diversification,ATO-018,Immeuble Lyon Part-Dieu 18,1 boulevard Victor Hugo,Lyon Part-Dieu,69003,France,Auvergne-Rhône-Alpes,Commerces,2010-04-01,4260,,100.0,14944080,13588774.607045949,742422.2496046205,94.10505153769395,8,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-019,Immeuble Paris 16ème 19,85 avenue Victor Hugo,Paris 16ème,75016,France,Paris,Activités,2014-11-01,14775,,100.0,91870950,94823168.61076483,5957557.802665397,86.27954902471095,6,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-020,Immeuble Rennes 20,22 boulevard Général de Gaulle,Rennes,35000,France,Bretagne,Bureaux,2015-06-01,2766,,100.0,18880716,18763610.646194942,1099569.983469252,94.4918486618717,3,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-021,Immeuble Strasbourg 21,4 avenue Jean Jaurès,Strasbourg,67000,France,Grand Est,Bureaux,2011-10-01,4189,,100.0,24493083,22207377.88416659,1569870.5254573578,85.76074529758915,8,,1366458,624648.6494984948,404129.4395666763,250929.60750130797,149455.93095745347,141283.9200730731,-203989.54759700564,2024.0,Réfection toiture et étanchéité,En cours
Atout Pierre Diversification,ATO-022,Immeuble Paris 17ème 22,47 rue de la République,Paris 17ème,75017,France,Paris,Santé,2019-09-01,21674,,100.0,73084728,68707761.13982208,4483542.432185006,96.79155922365986,3,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-023,Immeuble Bordeaux Euratlantique 23,37 rue Général de Gaulle,Bordeaux Euratlantique,33000,France,Nouvelle-Aquitaine,Activités,2010-04-01,15617,,100.0,53363289,48279046.58259789,2538184.497812587,90.36643830920269,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-024,Immeuble Bordeaux Lac 24,63 rue Victor Hugo,Bordeaux Lac,33300,France,Nouvelle-Aquitaine,Commerces,2012-03-01,10966,,100.0,52209126,45285316.27197618,3393301.5183595987,98.21288572605249,14,,1706829,770975.3168667323,445333.58204461896,337509.8960791095,121933.7864931765,93127.28097090466,-62050.86245454191,2024.0,Amélioration performance thermique,Réalisé
Atout Pierre Diversification,ATO-025,Immeuble Paris 16ème 25,34 boulevard Général de Gaulle,Paris 16ème,75016,France,Paris,Commerces,2013-12-01,18000,,100.0,117396000,113181995.56229891,7583887.127019567,87.10109929553616,12,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Atout Pierre Diversification,ATO-026,Immeuble Nice 26,71 boulevard de la Paix,Nice,06000,France,Provence-Alpes-Côte d'Azur,Commerces,2019-06-01,6664,,100.0,35705712,37280770.22839714,1645185.4030480005,94.55802259959798,3,,2450244,1086472.3868460692,391854.50142935367,274686.8968387416,267116.0069139649,353574.7884716625,76539.41950020789,2024.0,Réfection toiture et étanchéité,En cours
Atout Pierre Diversification,ATO-027,Immeuble Levallois-Perret 27,16 avenue de la République,Levallois-Perret,92300,France,Île-de-France,Commerces,2011-11-01,20533,,100.0,116771171,114427961.16545087,5717583.208129978,94.56697715529788,8,,354255,153028.37754289174,53993.09326553766,61843.76243641845,52000.97320854389,25400.915061367974,7987.878485240331,2024.0,Remplacement système CVC,Réalisé
Atout Pierre Diversification,ATO-028,Immeuble Toulouse Labège 28,83 rue Jean Jaurès,Toulouse Labège,31670,France,Occitanie,Bureaux,2016-05-01,5806,,100.0,30098304,30836632.626393657,1432026.8568060838,96.24229860440178,5,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,
